date,title,artist,genre,duration,release_date,lyrics,identifier,gender,age
21/08/2022,abcdefu,GAYLE,Pop,02:49,13/08/2021,abcdefu lyrics fuck you and your mom and your sister and your job and your brokeass car and that shit you call art fuck you and your friends that i'll never see again everybody but your dog you can all fuck off i swear i meant to mean the best when it ended even tried to bite my tongue when you start shit now you're textin' all my friends asking questions they never even liked you in the first place dated a girl that i hate for the attention she only made it two days what a connection it's like you'd do anythin' for my affection you're goin' all about it in the worst ways pre i was into you but i'm ov??r it now and i was tryna be nice but nothing's getting through so l??t me spell it out abcde f you and your mom and your sister and your job and your brokeass car and that shit you call art fuck you and your friends that i'll never see again everybody but your dog you can all fuck off post nananana nananana abcde f you you said you just needed space and so i gave it when i had nothin' to say you couldn't take it told everyone i'm a bitch so i became it always had to put yourself above me pre i was into you but i'm over it now and i was tryna be nice but nothing's getting through so let me spell it out abcde f you and your mom and your sister and your job and your craigslist couch and the way your voice sounds fuck you and your friends that i'll never see again everybody but your dog you can all fuck off post nananana nananana abcde f off f off nananana nananana abcde f you and your mom and your sister and your job and your brokeass car and that shit you call art fuck you and your friends that i'll never see again everybody but your dog you can all fuck off9embed,Felix,Male,32
21/08/2022,You Won't Let Me,Rachael Yamagata,Pop,03:31,25/08/2014,you wont let me lyrics if you'd only let me i could show you how to love take our time let all it go and if you'd only let me i could show you how to cry in your darkest hour i would lead you through the fire but you won't let me you won't let me i don't wanna say goodbye i just wanna give it one more try and i'd do anything yes i'd do anything if you'd only let me with your hand in mine i would show you how to laugh nothing heavy nothing serious just forget about all that you've been stepping back i wanna be your friend tear down the walls that surround you and build you back up again but you won't let me you won't let me i don't wanna say goodbye i just wanna give it one more try and i'd do anything yes i'd do anything so tonight stay with me i know i could change your mind but you won't let me you won't let me i don't want to say goodbye i just want to give it one more try but you won't let me you won't let me i don't wanna say goodbye i just want to give it one more try but you won't let me you won't let me i'd do anything for you i'd do anything for you but you won't let me no you won't let me you won't let meembed,Felix,Male,32
21/08/2022,Bad,Chirstopher,Pop,03:12,22/02/2019,bad lyrics i don't wanna be another him that shit is over finally you found yourself a friend and you run him over ever since the start i saw the end around the corner 'cause i know you so well so predictable you're an animal i can't let you go you're so good at being bad you know so predictable you're an animal i can't let you go you're so good at being bad uh post my baby's bad you know my baby's bad you know my baby my my my baby's bad you know my my baby's bad you know my my baby's bad you know my baby my my my baby's bad you know you know i'm not gonna leave your side and i can't deny it tried to play it cool but i can't hide my true desire 'cause i can see the dirty in your eyes my favourite liar and i know you so well well well well so predictable you're an animal i can't let you go you're so good at being bad you know so predictable you're an animal i can't let you go you're so good at being bad uh post my baby's bad you know my baby's bad you know my baby my my my baby's bad you know my my baby's bad you know my my baby's bad you know my baby my my my baby's bad you know i can see the way you look at me waiting to attack you are on your worst behaviour i want it just like that i can see the way you look at me waiting to attack you are on your worst behaviour i want it just like that uh post my baby's bad you know my baby's bad you know my baby my my my baby's bad you know my my baby's bad you know my my baby's bad you know my baby my my my baby's bad you know uh so predictable so predictable you're an animal you're an animal i can't let you go you're so good at being bad you know so predictable you're an animal i can't let you go you're so good at being bad uhembed,Felix,Male,32
22/08/2022,Stay,Post Malone,Rap/Hip hop,03:24,27/04/2018,stay lyrics it's true that all that you know is all that you are you said that it's all that you want and more fuck off and pour another drink and tell me what you think you know that i'm too drunk to talk right now you put your cigarette out on my face so beautiful please woman pre don't break your back for me i'll put you out of your misery tell me that it's all okay tell me that it's all okay i've been waitin' on this all damn day waitin' on this all damn day call me in the mornin' tell me how last night went i'm here but don't count on me to stay a little longer if you convince me and tell me all the things that you have against me every time we make up the truth is fadin' everybody's blind when the view's amazin' damn who are we right now can we have a little conversation figure it out with no intoxication we carry on what is our motivation we're never wrong how the hell we gonna make it maybe we're used to this tell me what are we to do it's like we only play to lose chasin' pain with an excuse i love that shit and so do you pre but don't break your back for me i'll put you out of your misery tell me that it's all okay tell me that it's all okay i've been waitin' on this all damn day waitin' on this all damn day call me in the mornin' tell me how last night went i'm here but don't count on me to stay tell me that it's all okay tell me that it's all okay i've been waitin' on this all damn day waitin' on this all damn day call me in the mornin' tell me how last night went i'm here but don't count on me to stay57embed,Felix,Male,32
22/08/2022,Peaches (Feat. Daniel Caesar & Giveon),Justin Bieber,Pop,03:19,08/10/2021,peaches lyrics justin bieber i got my peaches out in georgia oh yeah shit i get my weed from california that's that shit i took my chick up to the north yeah badass bitch i get my light right from the source yeah yeah thats it justin bieber and i say oh oh the way i breathe you in in it's the texture of your skin i wanna wrap my arms around you baby never let you go oh and i say oh there's nothing like your touch its the way you lift me up yeah and i'll be right here with you 'til the end of time justin bieber i got my peaches out in georgia oh yeah shit i get my weed from california that's that shit i took my chick up to the north yeah badass bitch i get my light right from the source yeah yeah that's it daniel caesar you ain't sure yet but i'm for ya all i can want all i can wish for nights alone that we miss more and days we save as souvenirs there's no time i wanna make more time and give you my whole life i left my girl im in mallorca hate to leave her call it torture remember when i couldnt hold her left her baggage for rimowa justin bieber i got my peaches out in georgia oh yeah shit i get my weed from california that's that shit i took my chick up to the north yeah badass bitch i get my light right from the source yeah yeah thats it giv??on i get the feeling so i'm sure sure hand in my hand because i'm yours i can't i cant pretend i can't ignore you're right for me don't think you wanna know just where i've been oh done bein' distracted the one i need is right in my arms oh your kisses taste the sweetest with mine and i'll be right here with you 'til the end of time justin bieber i got my peaches out in georgia oh yeah shit i get my weed from california that's that shit i took my chick up to the north yeah badass bitch i get my light right from the source yeah yeah that's it i got my peaches out in georgia oh yeah shit i get my weed from california that's that shit i took my chick up to the north yeah badass bitch i get my light right from the source yeah yeah that's it i got my peaches out in georgia oh yeah shit i get my weed from california that's that shit i took my chick up to the north yeah badass bitch i get my light right from the source yeah yeah that's it i got my peaches out in georgia oh yeah shit i get my weed from california that's that shit i took my chick up to the north yeah badass bitch i get my light right from the source yeah yeah that's it60embed,Felix,Male,32
22/08/2022,Psycho (Feat. Ty Dolla $ign),Post Malone,Rap/Hip hop,03:41,27/04/2018,psycho lyrics post malone damn my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload come with the tony romo for clowns and all the bozos my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload don't act like you my friend when i'm rollin' through my ends though post malone you stuck in the friend zone i tell that fourfive the fifth ayy hunnid bands inside my shorts dechino the shit ayy try to stuff it all in but it don't even fit ayy know that i been with the shits ever since a jit ayy i made my first million i'm like shit this is it ayy 0 for a walkthrough man we had that bitch lit ayy had so many bottles gave ugly girl a sip out the window of the benzo we get seen in the rent' and i'm like woah man my neck so goddamn cold diamonds wet my tshirt soaked i got homies let it go oh my money thick won't ever fold she said can i have some to hold and i can't ever tell you no post malone damn my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload come with the tony romo for clowns and all the bozos my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload don't act like you my friend when i'm rollin' through my ends though ty dolla ign the ap goin' psycho my rollie goin' brazy i'm hittin' lil' mama she wanna have my babies it's fifty on the pinky chain so stanky you should see the whip promise i can take yo' bitch dolla ridin' in an old school chevy it's a drop top boolin' with a thotthot she gon' give me toptop just one switch i can make the ass drop hey ayy take you to the smoke shop we gon' get high ayy we gon' hit rodeo dial up valentino we gon' hit pico take you where i'm from take you to the slums this ain't happen overnight no these diamonds real bright saint laurent jeans still in my vans though all vvs' put you in a necklace girl you look beautiful tonight stars on the roof they matching with the jewelry related songs post malone damn my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload come with the tony romo for clowns and all the bozos my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload don't act like you my friend when i'm rollin' through my ends though50embed,Felix,Male,32
23/08/2022,Love Yourself,Justin Bieber,Pop,03:54,13/11/2015,love yourself lyrics produced by benny blanco for all the times that you rained on my parade and all the clubs you get in using my name you think you broke my heart oh girl for goodness sake you think i'm cryin' on my own well i ain't refrain and i didn't wanna write a song 'cause i didn't want anyone thinking i still care i don't but you still hit my phone up and baby i'll be movin' on and i think you should be somethin' i don't wanna hold back maybe you should know that pre my mama don't like you and she likes everyone and i never like to admit that i was wrong and i've been so caught up in my job didn't see what's going on but now i know i'm better sleeping on my own 'cause if you like the way you look that much oh baby you should go and love yourself and if you think that i'm still holdin' on to somethin' you should go and love yourself but when you told me that you hated my friends the only problem was with you and not them and every time you told me my opinion was wrong and tried to make me forget where i came from refrain and i didn't wanna write a song 'cause i didn't want anyone thinking i still care i don't but you still hit my phone up and baby i'll be movin' on and i think you should be somethin' i don't wanna hold back maybe you should know that related songspre my mama don't like you and she likes everyone and i never like to admit that i was wrong and i've been so caught up in my job didn't see what's going on but now i know i'm better sleeping on my own 'cause if you like the way you look that much oh baby you should go and love yourself and if you think that i'm still holdin' on to somethin' you should go and love yourself for all the times that you made me feel small i fell in love now i feel nothin' at all i never felt so low and i was vulnerable was i a fool to let you break down my walls 'cause if you like the way you look that much oh baby you should go and love yourself and if you think that i'm still holdin' on to somethin' you should go and love yourself 'cause if you like the way you look that much oh baby you should go and love yourself and if you think that i'm still holdin' on to somethin' you should go and love yourself5embed,Felix,Male,32
23/08/2022,Shape of You,Ed Sheeran,Pop,03:53,03/03/2017,shape of you lyrics the club isn't the best place to find a lover so the bar is where i go me and my friends at the table doing shots drinking fast and then we talk slow and you come over and start up a conversation with just me and trust me i'll give it a chance now take my hand stop put van the man on the jukebox and then we start to dance and now i'm singing like pre girl you know i want your love your love was handmade for somebody like me come on now follow my lead i may be crazy don't mind me say boy let's not talk too much grab on my waist and put that body on me come on now follow my lead come come on now follow my lead i'm in love with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body and last night you were in my room and now my bed sheets smell like you every day discovering something brand new i'm in love with your body post oh i oh i oh i oh i i'm in love with your body oh i oh i oh i oh i i'm in love with your body oh i oh i oh i oh i i'm in love with your body every day discovering something brand new i'm in love with the shape of you one week in we let the story begin we're going out on our first date you and me are thrifty so go all you can eat fill up your bag and i fill up a plate we talk for hours and hours about the sweet and the sour and how your family is doing okay leave and get in a taxi then kiss in the backseat tell the driver make the radio play and i'm singing like related songspre girl you know i want your love your love was handmade for somebody like me come on now follow my lead i may be crazy don't mind me say boy let's not talk too much grab on my waist and put that body on me come on now follow my lead come come on now follow my lead i'm in love with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body and last night you were in my room and now my bed sheets smell like you every day discovering something brand new i'm in love with your body post oh i oh i oh i oh i i'm in love with your body oh i oh i oh i oh i i'm in love with your body oh i oh i oh i oh i i'm in love with your body every day discovering something brand new i'm in love with the shape of you come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on i'm in love with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body last night you were in my room and now my bed sheets smell like you every day discovering something brand new i'm in love with your body come on be my baby come on come on be my baby come on i'm in love with your body come on be my baby come on come on be my baby come on i'm in love with your body come on be my baby come on come on be my baby come on i'm in love with your body every day discovering something brand new i'm in love with the shape of you405embed,Felix,Male,32
23/08/2022,Attention,Charlie Puth,Pop,03:31,11/05/2018,attention lyrics woahoh hmhmm you've been runnin' 'round runnin' 'round runnin' 'round throwin' that dirt all on my name 'cause you knew that i knew that i knew that i'd call you up you've been going 'round going 'round going 'round every party in la 'cause you knew that i knew that i knew that i'd be at one oh pre i know that dress is karma perfume regret you got me thinking 'bout when you were mine ooh and now i'm all up on ya what you expect but you're not coming home with me tonight you just want attention you don't want my heart maybe you just hate the thought of me with someone new yeah you just want attention i knew from the start you're just making sure i'm never gettin' over you oh you've been runnin' 'round runnin' 'round runnin' 'round throwin' that dirt all on my name 'cause you knew that i knew that i knew that i'd call you up baby now that we're now that we're now that we're right here standin' face to face you already know 'ready know 'ready know that you won oh pre i know that dress is karma dress is karma perfume regret yeah you got me thinking 'bout when you were mine ooh you got me thinking 'bout when you were mine and now i'm all up on ya all up on ya what you expect oh baby but you're not coming home with me tonight oh no you just want attention you don't want my heart maybe you just hate the thought of me with someone new one new yeah you just want attention oh i knew from the start the start you're just making sure i'm never gettin' over you over you oh what are you doin' to me what are you doin' huh what are you doin' what are you doin' to me what are you doin' huh what are you doin' what are you doin' to me what are you doin' huh what are you doin' what are you doin' to me what are you doin' huh pre i know that dress is karma perfume regret you got me thinking 'bout when you were mine and now i'm all up on ya what you expect but you're not coming home with me tonight you just want attention you don't want my heart maybe you just hate the thought of me with someone new yeah you just want attention i knew from the start you're just making sure i'm never gettin' over you over you what are you doin' to me hey what are you doin' huh what are you doin' love what are you doin' to me what are you doin' huh yeah you just want attention what are you doin' to me i knew from the start what are you doin' huh you're just making sure i'm never gettin' over you what are you doin' to me what are you doin' huh9embed,Felix,Male,32
24/08/2022,Leave,Post Malone,Rap/Hip hop,05:24,02/12/2016,leave lyrics ohohohoh she said love me so i love her ohohohoh she said leave me so i left ohohohoh then i went to california ohohohoh and i ain't never comin' back i got a high five from a brother ohohohoh i got bloodstains on the bed ohohohoh and i ain't sayin' that i love her ohohohoh but this bitch is gonna drive me mad i said this bitch is gonna drive me mad ahahahahahah ohohohoh you got just what i been looking for but you can't bring yourself to say no and i ain't never gonna let you go i kept wishing i would die oh the whole plane ride home and i wish i could i know i should leave you alone ohohohoh ohohohoh i worship since i met you ohohohoh i fell down to my knees ohohohoh and when no one would accept ya ohohohoh throw myself up on a cross and bleed i seen a dark cloud coming over ohohohoh i seen some evil shit in her head ohohohoh but she rode me like no other ohohohoh but this bitch is gonna drive me mad i said this bitch is gonna drive me mad ahahahahahah ohohohoh you got just what i been looking for but you can't bring yourself to say no and i ain't never gonna let you go i kept wishing i would die oh that whole plane ride home and i wish i could i know i should leave you alone ohohohoh ohohohoh ohohohoh ohohohoh you got just what i been looking for but you can't bring yourself to say no and i ain't never gonna let you go i kept wishing i would die oh that whole plane ride home and i wish i could i know i should leave you alone ohohohoh ohohohoh ohohohoh ohohohoh40embed,Felix,Male,32
24/08/2022,Deja Vu (Feat. Justin Bieber),Post Malone,Rap/Hip hop,03:55,09/12/2016,deja vu lyrics post malone oh ooh 'cause i can't take it no more no you ain't like them bitches tell them hoes adios and you can drop your panties leave them shits at the door dior falls on the floor i swear we been here before post malone i'm tryna see you from my own perspective you all in my section tryna come to my session we rollin' up pressure you know that we flexin' we bought all the bottles we came with the models girl this a confession i'm not like your exes i came up from texas and now that we textin' you can fly in whenever now you undressin' panties on the dresser your hair gettin' messed up the feelin' we catchin' my love is a blessin' made love in a lexus made love in a lexus i know you remember i know you remember justin bieber post malone tell me is that d??j?? vu oohooh 'cause you want me and i want you oohooh tell me is that d??j?? vu oohooh 'cause baby it ain't nothin' new nah tell me is that d??j?? vu oohooh 'cause you want me and i want you oohooh tell me is that d??j?? vu oohooh 'cause baby this ain't nothin' new oh justin bieber post malone oh you actin' reckless actin' reckless i told you that i need affection need affection so let me point you in the right direction right direction it's so important that you get the message oh yeah yeah i gotta say gotta say somethin' to youyouyou i'm gonna roll i'm gonna roll out in that newnewnew if you wanna do what i wanna do well mmmmmm but i guess that it's just d??j?? vu justin bieber post malone tell me is that d??j?? vu oohooh 'cause you want me and i want you oohooh tell me is that d??j?? vu oohooh 'cause baby it ain't nothin' new nah tell me is that d??j?? vu oohooh 'cause you want me and i want you oohooh tell me is that d??j?? vu oohooh 'cause baby this ain't nothin' new oh justin bieber post malone tell me if you want it baby 'cause i know i could drive you crazy i just wanted you to know now ohah ohah show up in that new mercedes you already know i'm faded girl i been thinkin' 'bout you lately ohoh ohoh justin bieber post malone tell me is that d??j?? vu oohooh 'cause you want me and i want you oohooh tell me is that d??j?? vu oohooh 'cause baby it ain't nothin' new nah tell me is that d??j?? vu oohooh 'cause you want me and i want you oohooh tell me is that d??j?? vu oohooh 'cause baby this ain't nothin' new oh post malone 'cause i can't take it no more no you ain't like them bitches tell them hoes adios and you can drop your panties leave them shits at the door dior falls on the floor i swear we been here before6embed,Felix,Male,32
24/08/2022,Circles,Post Malone,Rap/Hip hop,03:36,06/09/2019,circles lyrics oh oh oh oh oh oh oh oh oh oh oh we couldn't turn around 'til we were upside down i'll be the bad guy now but know i ain't too proud i couldn't be there even when i tried you don't believe it we do this every time seasons change and our love went cold feed?? the flame 'cause we can't let go run away but we're running in circles run away run away i dare you to do something i'm?? waiting on you again so i don't take the blame run away but we're running in circles run away run away run away let go i got a feeling that it's time to let go i said so i knew that this was doomed from the getgo you thought that it was special special but it was just the sex though the sex though and i still hear the echoes the echoes i got a feeling that it's time to let it go let it go seasons change and our love went cold feed the flame 'cause we can't let go run away but we're running in circles run away run away i dare you to do something i'm waiting on you again so i don't take the blame run away but we're running in circles run away run away run away maybe you don't understand what i'm going through it's only me what you got to lose make up your mind tell me what are you gonna do it's only me let it go seasons change and our love went cold feed the flame 'cause we can't let go run away but we're running in circles run away run away i dare you to do something i'm waiting on you again so i don't take the blame run away but we're running in circles run away run away run away07embed,Felix,Male,32
25/08/2022,Congratulations (Feat. Quavo),Post Malone,Rap/Hip hop,03:41,06/09/2019,congratulations lyrics post malone yeah yeah yeah hey post malone my mama called seen you on tv son said shit done changed ever since we was on i dreamed it all ever since i was young they said i wouldn't be nothing now they always say congratulations uh uh uh worked so hard forgot how to vacation uhhuh they ain't never had the dedication uh uh people hatin' say we changed and look we made it uh uh yeah we made it uh uh uh post malone they was never friendly yeah now i'm jumping out the bentley yeah and i know i sound dramatic yeah but i know i had to have it yeah for the money i'm a savage yeah i be itching like an addict yeah i'm surround by twenty bad bitch yeah but they didn't know me last year yeah everyone wanna act like they important yeahyeahyeah yeahyeahyeah but all that mean nothing when i saw my dough yeah yeahyeahyeah yeahyeahyeah everyone countin' on me drop the ball yeah yeahyeahyeah yeahyeahyeah everything custom like i'm at the border yeah yeah if you fuck with winning put your lighters to the sky how could i make cents when i got millions on my mind coming with that bullshit i just put it to the side balling since a baby they could see it in my eyes post malone quavo my mama called seen you on tv son said shit done changed ever since we was on i dreamed it all ever since i was young they said i wouldn't be nothing now they always say congratulations congratulations worked so hard forgot how to vacation ooh they ain't never had the dedication uh uh ayy people hatin' say we changed and look we made it uh uh yeah we made it uh uh uh yeah quavo i was patient yeah oh i was patient ayy uh now i can scream that we made it we made it now everywhere everywhere i go they say 'gratulation uh young nigga young nigga graduation yeah i pick up the rock and i ball baby ball i'm looking for someone to call baby brr but right now i got a situation ayy nothin' but old ben ben franklins cash big rings woo champagne champagne my life is like a ball game ball game but instead i'm in the trap though trap though pot so big call it super bowl super bowl super bowl call the hoes brr get in the rolls skrrt topfloor lifestyle top huncho and post yeah ayy malone ayy i got a play on my phone ayy you know what i'm on ayy huncho houdini it's gone ayy post malone quavo my mama called seen you on tv son said shit done changed ever since we was on i dreamed it all ever since i was young they said i wouldn't be nothing now they always say congratulations ayy uh uh uh worked so hard forgot how to vacation uhhuh ooh they ain't never had the dedication ayy uh uh people hatin' say we changed and look we made it yeah uh uh yeah we made it ayy hey hey hey hey hey hey hey hey40embed,Felix,Male,32
25/08/2022,A Thousand Bad Times,Post Malone,Rap/Hip hop,03:42,06/09/2019,a thousand bad times lyrics yeah oh whoa ooh yeah yeah said you needed a ride but you wanted my car without that face girl you wouldn't get far i really like you despite who you are oh who you are you see me on tv you know i'm a star you say you don't know me but i know that's false i'll pay the price girl whatever that cost oh what it cost pre you make my life so hard but that's what gets me off i had a thousand bad times so what's another time to me what's that to me yeah you try to burn my house down but what's another house to me what's that to me yeah 'cause i can take anything that you give me what you give me it's gonna take a lot more to kill me bitch so thank you for the grave yeah i needed me a place to sleep place to sleep and i don't wanna meet your mama no she prolly crazier than you she prolly crazier than you i'm gonna need some thicker armor armor to spend another night with you and on and on and on baby i know just what to do every time you fuck me over i'll come back to you baby i don't want to know the truth know the truth i ignore them when they tell me all the shit you do shit you do i always get my heart broke like i needed the practice needed foot on my throat 'til my world is collapsin' damn but this what i chose it's the law of attraction yeah attraction and on and on and on pre girl you make my life so hard so hard so hard but that's what gets me off i had a thousand bad times so what's another time to me so what's that to me yeah you try to burn my house down but what's another house to me so what's that to me yeah 'cause i can take anything that you give me what you give me it's gonna take a lot more to kill me bitch kill me so thank you for the grave yeah i needed me a place to sleep place to sleep i should get out but i still want more i should get out what am i waitin' for it's all the same to me it's all a game to me it's all the same to me it's all the same i had a thousand bad times so what's another time to me what's that to me you try to burn my house down but what's another house to me what's that to me 'cause i can take anything that you give me what you give me it's gonna take a lot more to kill me bitch kill me so thank you for the grave yeah i needed me a place to sleep place to sleep we go there oh7embed,Felix,Male,32
25/08/2022,Better Now,Post Malone,Rap/Hip hop,03:51,27/04/2018,better now lyrics you prolly think that you are better now better now you only say that 'cause i'm not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything you know i say that i am better now better now i only say that 'cause you're not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything ohoh i did not believe that it would end no everything came second to the benzo you're not even speakin' to my friends no you knew all my uncles and my aunts though twenty candles blow 'em out and open your eyes we were lookin' forward to the rest of our lives used to keep my picture posted by your bedside now it's in your dresser with the socks you don't like and i'm rollin' rollin' rollin' rollin' with my brothers like it's jonas jonas drinkin' henny and i'm tryna forget but i can't get this shit outta my head you prolly think that you are better now better now you only say that 'cause i'm not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything you know i say that i am better now better now i only say that 'cause you're not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything ohoh i seen you with your other dude he seemed like he was pretty cool i was so broken over you life it goes on what can you do i just wonder what it's gonna take what's it gonna take another foreign or a bigger chain bigger chain because no matter how my life has changed i keep on looking back on better days you prolly think that you are better now better now you only say that 'cause i'm not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything you know i say that i am better now better now i only say that 'cause you're not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything ohoh i promise i swear to you i'll be okay you're only the love of my life love of my life you prolly think that you are better now better now you only say that 'cause i'm not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything you know i say that i am better now better now i only say that 'cause you're not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything ohoh6embed,Felix,Male,32
26/08/2022,River Flows In You,YIRUMA,Newage,03:37,18/12/2013,instrumental,Felix,Male,32
26/08/2022,Kiss The Rain,YIRUMA,Newage,04:20,23/10/2003,instrumental,Felix,Male,32
26/08/2022,Reminiscent,YIRUMA,Newage,03:15,24/11/2011,instrumental,Felix,Male,32
27/08/2022,Merry-Go-Round,Joe Hisaishi,Newage,05:12,26/01/2005,instrumental,Felix,Male,32
27/08/2022,Lake Louise,Yuki Kuramoto,Newage,02:26,01/03/1998,instrumental,Felix,Male,32
27/08/2022,Summer,add_P,Newage,02:34,11/05/2018,instrumental,Felix,Male,32
28/08/2022,My Heart,Chirstopher,Pop,03:17,08/11/2019,my heart lyrics so tell me how to find another you baby i've looked underneath the stars ooh ooh and they all think i'm a little crazy 'cause i still wonder where you are guess we're not breaking even you tell me that you're leavin' i gave my all to you tell me now what i'm gon' do you threw me in the deep end without a fucking reason you say you're sorry now but somehow you're all i believe in forgive me this evening just say you're not leaving i'll pick up my heart this game is so uneven it's only you that's cheating i gave you all of me yeah i gave you all so tell me how to find another you baby i've looked underneath the stars ooh ooh and they all think i'm a little crazy 'cause i still wonder where you are and tell me how not to be jealous baby when i see you dancing in his arms ooh ooh i wish i knew that loving you would break my heart my heart my heart this show is overrated tell me is it entertaining when i gave you all of me yeah i gave you all of me i find it so confusing you give me your excuses when i give you all of me but recently you say it's timing i say you've stopped trying why do you keep playing games with my heart this show is all uneven even all your friends can see it i gave you all of me you never gave me all of youoohooh i'm needing your love youoohooh you've taken your love your love so tell me how to find another you baby i've looked underneath the stars ooh ooh and they all think i'm a little crazy 'cause i still wonder where you are and tell me how not to be jealous baby when i see you dancing in his arms ooh ooh i wish i knew that loving you would break my heart my heart my heart and now i'm done with fighting no more words just silence the game is over now that game is over now damn what was i thinking loving you through all your hating but now it's over now and now i'm sober now so tell me how to find another you baby i've looked underneath the stars ooh ooh and they all think i'm a little crazy 'cause i still wonder where you are and tell me how not to be jealous baby when i see you dancing in his arms ooh ooh i wish i knew that loving you would break my heart my heart my heart i wish i knew that loving you would break my heart my heart my heartembed,Felix,Male,32
28/08/2022,The Chancer,Chirstopher,Pop,03:44,08/11/2019,the chancer lyrics what's it like to be near you to know you to hold you 'cause i've been looking for someone to make feel good feel good alright and i die just a little i die just a little every time that you walk by 'cause i've been looking for someone just like you just like you tell me are you a ticking time bomb baby a time bomb baby a time bomb baby are you a ticking time bomb baby a time bomb baby a time bomb baby tonight would you be my tiny dancer and don't think it rude i've been waiting a whole lifetime to ask you i would give my only heart to hold you and tonight i'm gonna bury this safe heart and call it the chancer what's it like to be close to you beside you mean something to you tell me have you got a fire inside you looking for a little life 'cause i die just a little i die just a little every time you walk by 'cause i've been looking for someone just like you just like you tell me are you a ticking time bomb baby a time bomb baby a time bomb baby are you a ticking time bomb baby a time bomb baby a time bomb baby tonight would you be my tiny dancer and don't think it rude i've been waiting a whole lifetime to ask you i would give my only heart to hold you and tonight i'm gonna bury this safe heart and call it the chancer tonight would you be my tiny dancer don't think it rude i've been waiting a whole lifetime to ask you i would give my only heart to hold you baby tonight i'm gonna bury this safe heart and call it the chancer baby tonight i'm gonna bury this safe heart and call it the chancerembed,Felix,Male,32
28/08/2022,Irony,Chirstopher,Pop,03:29,08/11/2019,irony lyrics i'm still smoking 'cause i read somewhere if i quit before i'm 6 i'll be fine so i'm lying to myself while i light another cigarette i'm addicted to my phone getting anxious every time that it's out of reach i lie awake screen right up in my face and i wonder why i can't sleep oh can you see the irony oh can you see the irony i saw these awful things in a documentary decided i would stop eating meat to save the planet 'til i was like damnit i didn't even last a week so pretty perfect on the surface but the truth is i don't wanna be that guy but i got a script better stick to it my label's telling me i gotta lie oh can you see the irony oh can you see the irony and nobody's perfect under the surface they'll never see that side of me oh can you see the irony i just got a new tattoo i'm embarrassed 'cause i didn't even tell my own mom so every time i'm home visiting my parents i always keep my sweater on i dont care if it's the truth or not all i care about is gettin' likes reading the comments like everybody's honest when they're cheering for my fake life oh can you see the irony oh can you see the irony and nobody's perfect under the surface they'll never see that side of me oh can you see the irony 'cause i'm only human after all put a filter on and make it look natural 'cause i'm only human after all put a filter on and make it look natural can you see the irony oh can you see the irony oh can you see the irony oh can you see the irony and nobody's perfect under the surface but everybody's tryna be can't you see the irony oh can you see the irony4embed,Felix,Male,32
